"India","","Pimpri Chinchwad","517083","91"
"India","Andhra Pradesh","Hyderabad","3145939","91"
"India","Andhra Pradesh","Vishakhapatnam","752037","91"
"India","Andhra Pradesh","Vijayawada","701827","91"
"India","Andhra Pradesh","Guntur","471051","91"
"India","Andhra Pradesh","Warangal","447653","91"
"India","Andhra Pradesh","Rajahmundry","324881","91"
"India","Arunachal Pradesh","Itanagar","",""
"India","Assam","Gauhati","584342","91"
"India","Assam","Dispur","",""
"India","Bihar","Patna","917243","91"
"India","Bihar","Ranchi","599306","91"
"India","Bihar","Jamshedpur","478950","91"
"India","Bihar","Bokara Steel City","333683","91"
"India","Goa","Panaji","",""
"India","Gujarat","Ahmadabad","2954526","91"
"India","Gujarat","Surat","1505872","91"
"India","Gujarat","Vadodara","1061598","91"
"India","Gujarat","Rajkot","612458","91"
"India","Gujarat","Bhavnagar","402338","91"
"India","Gujarat","Jamnagar","350544","91"
"India","Gujarat","Gandhinagar","",""
"India","Haryana","Chandigarh","510565","91"
"India","Himachal Pradesh","Simla","",""
"India","Jammu and Kashmir","Srinagar","594775","91"
"India","Jammu and Kashmir","Jammu","",""
"India","Karnataka","Bangalore","3302296","91"
"India","Karnataka","Hubli","648298","91"
"India","Karnataka","Mysore","606755","91"
"India","Kerala","Trivandrum","699872","91"
"India","Kerala","Cochin","582588","91"
"India","Kerala","Kozhikode","456618","91"
"India","Madhya Pradesh","Bhopal","1062771","91"
"India","Madhya Pradesh","Indore","1091674","91"
"India","Madhya Pradesh","Jabalpur","764586","91"
"India","Madhya Pradesh","Gwalior","690765","91"
"India","Madhya Pradesh","Raipur","438639","91"
"India","Madhya Pradesh","Bhilai","395360","91"
"India","Madhya Pradesh","Ujjain","362633","91"
"India","Madhya Pradesh","Bhatpara","315976","91"
"India","Maharashtra","Mumbai","9925891","91"
"India","Maharashtra","Nagpur","1624752","91"
"India","Maharashtra","Pune","1566651","91"
"India","Maharashtra","Kalyan","1014557","91"
"India","Maharashtra","Thane","803389","91"
"India","Maharashtra","Nasik","656925","91"
"India","Maharashtra","Sholapur","604215","91"
"India","Maharashtra","Aurangabad","573272","91"
"India","Maharashtra","Amravati","421576","91"
"India","Maharashtra","Kolhapur","406370","91"
"India","Maharashtra","Bhiwandi","392214","91"
"India","Maharashtra","Ulhasnagar","369077","91"
"India","Maharashtra","New Bombay","307724","91"
"India","Maharashtra","Bombay","",""
"India","Manipur","Imphal","",""
"India","Meghalaya","Shillong","",""
"India","Mizoram","Aijal","",""
"India","Nagaland","Kohima","",""
"India","Orissa","Bhubaneswar","411542","91"
"India","Orissa","Cuttack","403418","91"
"India","Punjab","Chandigarh","510565","91"
"India","Punjab","Ludhiana","1042740","91"
"India","Punjab","Amritsar","708835","91"
"India","Punjab","Jalandhar","509510","91"
"India","Rajasthan","Jaipur","1458183","91"
"India","Rajasthan","Jodhpur","666279","91"
"India","Rajasthan","Kota","537371","91"
"India","Rajasthan","Bikaner","416289","91"
"India","Rajasthan","Ajmer","402700","91"
"India","Sikkim","Gangtok","",""
"India","Tamil Nadu","Madras","3841396","91"
"India","Tamil Nadu","Madurai","940989","91"
"India","Tamil Nadu","Coimbatore","816321","91"
"India","Tamil Nadu","Tiruchchirappalli","387223","91"
"India","Tamil Nadu","Salem","366712","91"
"India","Tripura","Agartala","",""
"India","Uttar Pradesh","Lucknow","1619115","91"
"India","Uttar Pradesh","Kanpur","1879420","91"
"India","Uttar Pradesh","Varanasi","932399","91"
"India","Uttar Pradesh","Agra","891790","91"
"India","Uttar Pradesh","Allahabad","806486","91"
"India","Uttar Pradesh","Meerut","753778","91"
"India","Uttar Pradesh","Faridabad","617717","91"
"India","Uttar Pradesh","Bareilly","590661","91"
"India","Uttar Pradesh","Gorakhpur","505566","91"
"India","Uttar Pradesh","Aligarh","480520","91"
"India","Uttar Pradesh","Moradabad","429214","91"
"India","Uttar Pradesh","Saharanpur","374945","91"
"India","Uttar Pradesh","Jhansi","313491","91"
"India","West Bengal","Calcutta","4399819","91"
"India","West Bengal","Haora","950435","91"
"India","West Bengal","Durgapur","425836","91"
"India","Andaman and Nicobar Is.","Port Blair","",""
"India","Chandigarh","Chandigarh","510565","91"
"India","Dadra and Nagar Haveli","Silvassa","",""
"India","Daman and Diu","Daman","",""
"India","Delhi","New Delhi","7206704","91"
"India","Delhi","Ghaziabad","454156","91"
"India","Lakshadweep Is.","Kavaratti","",""
"India","Pondicherry","Pondicherry","",""